data_hora,pauta,tipo_evento,orgao_sigla,situacao
2026-05-19T09:00:00.000Z,"Milton Santos - 100 anos de pensamento geográfico crítico e cidadão
 CÂMARA DOS DEPUTADOS

CENTRO DE ESTUDOS E DEBATES ESTRATÉGICOS

BANCADA NEGRA DA CÂMARA DOS DEPUTADOS

COORDENAÇÃO EDIÇÕES CÂMARA DOS DEPUTADOS

57ª Legislatura - 4ª Sessão Legislativa Ordinária

SEMINÁRIO MILTON SANTOS - 100 ANOS DE PENSAMENTO GEOGRÁFICO CRÍTICO E CIDADÃO

Local: Auditório Nereu Ramos    Data: 19/05/26    Horário: 9h00 às 14h00

Participe presencial ou online!!!
Zoom: https://us02web.zoom.us/j/83958993120 ID Webinar: 839 5899 3120
Transmissão ao vivo pelo youtube: http://cd.leg.br/youtube

P A U T A

No ano em que se celebra o centenário de nascimento de Milton Santos (1926-2001), este seminário propõe um diálogo entre memória e futuro, entre a trajetória de um dos maiores pensadores do século XX e a permanente atualidade de suas formulações. Milton Santos revolucionou a Geografia brasileira ao colocar o espaço no centro do pensamento social, evidenciando que o território não é apenas palco das relações sociais, mas produto e agente dessas relações. Articulando rigor acadêmico e intervenção pública, sua obra atravessou fronteiras disciplinares, dialogou com movimentos sociais e inspirou uma Geografia cidadã, comprometida com a democracia, a justiça social e a soberania dos povos. 

Este encontro na Câmara dos Deputados, sede do poder legislativo brasileiro, reafirma o compromisso de Milton Santos com a dimensão pública do conhecimento e com o papel político do intelectual. Em duas mesas de debate, buscaremos não apenas honrar sua memória, mas principalmente interrogar: o que o pensamento miltoniano nos ensina sobre os desafios do presente? Como suas categorias analíticas nos ajudam a compreender o meio técnico-científico-informacional contemporâneo, a aceleração contemporânea, as desigualdades socioespaciais e a busca por uma outra globalização?

Ao reunir pesquisadoras e pesquisadores que conheceram Milton Santos pessoalmente e aqueles que seguem desenvolvendo e atualizando seu pensamento, este seminário pretende contribuir para que seu legado continue vivo, inspirando novas gerações na construção de um pensamento social brasileiro crítico, criativo e comprometido com a transformação social. Revisitar Milton Santos é também recolocar o território no centro do debate político nacional. Suas formulações sobre o uso desigual do território, a cidadania incompleta, o papel do Estado e a possibilidade de uma outra globalização seguem oferecendo ferramentas fundamentais para pensar políticas públicas, planejamento, direitos e participação social no Brasil.

Realizado por iniciativa do mandato do deputado federal Orlando Silva, representando a Bancada Negra, e em parceria com o Centro de Estudos e Debates Estratégicos (CEDES), o evento inscreve o legado de Milton Santos no espaço institucional da política democrática, reafirmando-o como um intelectual público cuja obra permanece viva, insurgente e necessária.

PROGRAMAÇÃO DO SEMINÁRIO

9h - 10h - ABERTURA
-  Deputado Hugo Motta, Presidente da Câmara dos Deputados
-  Deputado Orlando Silva,  1º Vice-Coordenador da Bancada Negra da Câmara dos Deputados
-  Deputado Márcio Jerry, Presidente do Centro de Estudos e Debates Estratégicos da Câmara dos             Deputados
-   Nina dos Santos, Secretária Adjunta de Políticas Digitais na Secretaria de Comunicação da       Presidência da República e neta de Milton Santos

10h - 12h - MESA "" Milton Santos: pensar o Brasil, compreender o mundo e construir um outro mundo possível "" - Coordenação e mediação: Orlando Silva
-  Jaime Tadeu Oliva, Professor do Instituto de Estudos Brasileiros da Universidade de São Paulo         (IEB-USP)
-  Maria Mónica Arroy, Professora de Geografia da Universidade de São Paulo
-  Maurício Costa de Carvalho, Professor do Instituto Federal de São Paulo (IFSP) 
-  Antonio Carlos Malachias (Billy Malachias), Pesquisador do Laboratório de Geografia Política da        Universidade de São Paulo (Geopo/USP)
-  Aldo Paviani, Professor Emérito da Universidade de Brasília (UnB)

 12h - 13h - LANÇAMENTO DA PUBLICAÇÃO ""Milton Santos no território da democracia: contribuições ao parlamento brasileiro""

13h00 - 14h00 - Coquetel",Seminário,CEDES,Convocada
2026-06-17T09:00:00.000Z,"Seminário Equilíbrio entre os Poderes: Tensões Atuais e Caminhos para a Harmonia Institucional
 CÂMARA DOS DEPUTADOS
CENTRO DE ESTUDOS E DEBATES ESTRATÉGICOS

57ª Legislatura - 4ª Sessão Legislativa Ordinária

SEMINÁRIO EQUILÍBRIO ENTRE OS PODERES:
TENSÕES ATUAIS E CAMINHOS PARA A HARMONIA INSTITUCIONAL

Local: Auditório Nereu Ramos    Data: 17/06/26    Horário: 9h00 às 13h00

P A U T A

O Centro de Estudos e Debates Estratégicos da Câmara dos Deputados tem a satisfação de convidar Vossa Senhoria para o Seminário ""Equilíbrio entre os Poderes: Tensões Atuais e Caminhos para a Harmonia Institucional"", que será realizado no dia 17 de junho, às 9h, no Auditório Nereu Ramos, na Câmara dos Deputados, em Brasília. 

A Separação de Poderes constitui um dos pilares fundamentais do Estado Democrático de Direito, garantindo o equilíbrio institucional, a limitação do poder e a proteção dos direitos fundamentais dos cidadãos. Em um contexto de transformações políticas, sociais e tecnológicas que desafiam constantemente os limites e as atribuições dos Poderes Executivo, Legislativo e Judiciário, torna-se imperativo promover reflexões aprofundadas sobre os mecanismos de controle recíproco, as tensões institucionais contemporâneas e os caminhos para o fortalecimento da harmonia entre os poderes.

O evento reunirá renomados constitucionalistas, magistrados, parlamentares, membros do Ministério Público, acadêmicos e representantes da sociedade civil para debater temas essenciais como os limites da atuação de cada poder, o fenômeno da judicialização da política, o ativismo judicial, as relações entre Executivo e Legislativo no presidencialismo de coalizão brasileiro, além dos desafios impostos pela era digital à governança democrática. O seminário representa uma oportunidade ímpar para o intercâmbio de experiências e perspectivas sobre a aplicação prática do princípio da Separação de Poderes no Brasil contemporâneo, contribuindo para o aperfeiçoamento institucional e o fortalecimento da democracia brasileira. 

Contamos com sua presença e valiosa contribuição para este importante debate sobre os alicerces da nossa República.

Data: 17 de junho

Mesa de abertura: 9h - 10h
- Deputado Hugo Motta - Presidente da Câmara dos Deputados
- Deputado Márcio Jerry - Presidente do Centro de Estudos e Debates Estratégicos
- Senador Davi Alcolumbre - Presidente do Senado Federal
- Ministro Edson Fachin - Presidente do Supremo Tribunal Federal
- Ministro Wellington César Lima e Silva, Ministro da Justiça 

10h - 12h - Mesa de debates  - Coordenação e mediação: Deputado Márcio Jerry
-  Martonio Mont'Alverne, Professor Titular da Universidade de Fortaleza e Procurador da Procuradoria     Geral do Município de Fortaleza
-  Lara Mesquita, Professora da Escola de Economia de São Paulo da Fundação Getulio Vargas -FGV       EESP
-  Felipe Recondo, Jornalista, pesquisador e escritor, especializado em informações jurídicas e               legislativas 

12h - 13h - Coquetel de encerramento",Seminário,CEDES,Convocada
2026-05-21T09:00:00.000Z,"Reurbanização das favelas para o desenvolvimento social
 CÂMARA DOS DEPUTADOS
CENTRO DE ESTUDOS E DEBATES ESTRATÉGICOS

57ª Legislatura - 4ª Sessão Legislativa Ordinária

SEMINÁRIO REURBANIZAÇÃO DAS FAVELAS
PARA O DESENVOLVIMENTO SOCIAL

Local: Plenário 4    Data: 21/05/26    Horário: 9h00 às 13h00

P A U T A

Convidamos toda a comunidade para participar do seminário ""Reurbanização das favelas para o desenvolvimento social"", que integra o importante estudo do Centro de Estudos e Debates Estratégicos da Câmara dos Deputados intitulado ""FAVELAS E COMUNIDADES URBANAS: CONECTIVIDADE E INCLUSÃO DIGITAL PARA O DESENVOLVIMENTO SOCIOECONÔMICO DO TRABALHADOR 5.0"". Este evento representa uma oportunidade única de debater soluções inovadoras para a transformação das comunidades urbanas, promovendo a inclusão digital e o desenvolvimento socioeconômico em um contexto de constantes mudanças tecnológicas e sociais.

O seminário será conduzido pelo Deputado Hélio Lopes e acontecerá no dia 21 de maio de 2026, das 9h às 13h, no Plenário 4 da Câmara dos Deputados. Durante o encontro, especialistas, gestores públicos e representantes da sociedade civil discutirão estratégias de reurbanização que conectem infraestrutura urbana, inclusão digital e oportunidades de trabalho para os moradores de favelas e comunidades. Sua presença e participação são fundamentais para construirmos juntos um futuro mais justo e inclusivo. Não perca esta oportunidade de contribuir com ideias e conhecer as propostas que podem transformar a realidade de milhões de brasileiros!

PROGRAMAÇÃO 

9h - 11h - MESA 1  - Moderador: Deputado Hélio Lopes, Relator do estudo e membro do Cedes

-  Deputado Márcio Jerry, Presidente do Centro de Estudos e Debates Estratégicos da Câmara dos          Deputados
- Jader Barbalho Filho, Ministro das Cidades
- Guilherme Simões, Secretário Nacional de Periferias do Ministério das Cidades
- Luiz Fernando Pezão, Prefeito de Piraí, RJ
- Rayne Ferreti Moraes, Chefe do Escritório do Brasil da ONU-Habitat, Escritório Regional para      América Latina e o Caribe, Brasil e Cone Sul
- Maria Migliore, Diretora de Integração Produtiva na organização Fundar e ex-Ministra de Desenvolvimento Humano e Hábitat da Cidade de Buenos Aires

11h - 13h - MESA 2  - Deputado Hélio Lopes, Relator do estudo e membro do Cedes

- João Porto de Albuquerque, Diretor do Urban Big Data Centre da Universidade de Glasgow 
- Gustavo Taniguchi, CEO da Urbtec Engenharia, Planejamento e Consultoria 
- Jeroen Johannes Klink, Diretor do Centro de Estudos da Favela - CEFAVELA
- Raul Juste Lores, jornalista, escritor, pesquisador de arquitetura e urbanismo e criador do projeto São    Paulo nas Alturas",Seminário,CEDES,Convocada
2026-06-17T09:00:00.000Z,Celebração dos 118 anos de Imigração Japonesa no Brasil,Sessão Não Deliberativa Solene,CN,Convocada
2026-05-26T14:00:00.000Z,"Qualidade do serviço prestado pela Amazonas Energia S/A
 Requerimentos nº 24/2025 (CDC),  24/2025 (CME) e 14/2026 (CDC),  do Deputado Fausto Santos Jr..


CONVIDADOS:

Alexandre Silveira de Oliveira
Ministro de Estado de  Minas e Energia

Sandoval de Araújo Feitosa Neto
Diretor-Geral da Agência Nacional de Energia Elétrica - Aneel

Márcio Pereira Zimmermann
Diretor-Presidente da Amazonas Energia S/A

Jalil Fraxe Campos
Diretor-Presidente do Procon do Amazonas - Confirmado

Leda Mara Nascimento Albuquerque
Procuradora-Geral de Justiça do Ministério Público do Amazonas

Dep.Mário César Filho
Presidente da Comissão de Defesa do Consumidor da Assembleia Legislativa do Estado do Amazonas.

Representante da Âmbar Energia",Audiência Pública,CDC,Convocada
2026-05-13T09:00:00.000Z,"Homenagem ao Dia Internacional da Enfermagem
 Homenagem ao Dia Internacional da Enfermagem",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-15T10:00:00.000Z,"Homenagem às lideranças da Tradição Iorubá para a preservação da cultura afro-brasileira, da liberdade religiosa e da difusão dos saberes ancestrais do Brasil
 Homenagem às lideranças da Tradição Iorubá para a preservação da cultura afro-brasileira, da liberdade religiosa e da difusão dos saberes ancestrais do Brasil",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-19T11:00:00.000Z,"Homenagem ao Dia da Família
 Homenagem ao Dia da Família",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-20T11:00:00.000Z,"Homenagem aos 400 anos das Missões Jesuíticas-Guarani
 Homenagem aos 400 anos das Missões Jesuíticas-Guarani",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-26T14:00:00.000Z,"Comenda Incentivadores do Esporte
 Cerimônia de homenagem para concessão de prêmio denominado ""Comenda Incentivadores do Esporte"", em atenção ao Requerimento nº 10/2026, de autoria do deputado Saulo Pedroso.

Convidados:
Sr. Paulo Henrique Perna Cordeiro, ministro do Ministério do Esporte;
Sra. Carolinne Gomes Neves de Carvalho, diretora de Programas e Políticas de Incentivo ao Esporte;

Incentivadores confirmados:
Itaú Seguros S.A.

Proponentes confirmados:
Instituto LTP Brasil

Incentivadores homenageados:
Vale S.a.
Nu Financeira
Salobo Metais S/A
Shell Brasil Petróleo Ltda.
Petrobras S.A.
Companhia de Saneamento Básico do Estado de São Paulo
Redecard Instituição de Pagamentos S.A
Transportadora Associada de Gás S.A.
Bradesco Administradora de Consórcios Ltda.

Proponentes homenageados:
Clube de Regatas do Flamengo
Confederação Brasileira de Judô
Conexão Esportiva & Cultural
Instituto de Estudos Superiores em Gestão do Esporte",Homenagem,CESPO,Convocada
2026-05-27T10:00:00.000Z,Homenagem aos 475 anos da Diocese de Salvador,Sessão Não Deliberativa Solene,CN,Convocada
2026-05-27T09:00:00.000Z,"Homenagem ao centenário do geógrafo Milton Santos
 Homenagem ao centenário do geógrafo Milton Santos",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-19T09:00:00.000Z,"Homenagem ao Dia Nacional de Combate ao Abuso e à Exploração Sexual de Crianças e Adolescentes
 Homenagem ao Dia Nacional de Combate ao Abuso e à Exploração Sexual de Crianças e Adolescentes",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-27T11:00:00.000Z,"Homenagem à Campanha Nacional da Voz, promovida pela Academia Brasileira de Laringologia e Voz – ABLV
 Homenagem à Campanha Nacional da Voz, promovida pela Academia Brasileira de Laringologia e Voz – ABLV",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-26T11:00:00.000Z,"Homenagem aos 100 anos de fundação do Instituto de Engenharia do Paraná – IEP
 Homenagem aos 100 anos de fundação do Instituto de Engenharia do Paraná – IEP",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-27T10:00:00.000Z,Comparecimento da Ministra de Estado da Cultura Margareth Menezes,Reunião de Comparecimento de Ministro(a),CCULT,Convocada
2026-05-15T14:00:00.000Z,"Homenagem aos 48 anos da Associação Brasileira das Entidades Fechadas de Previdência Complementar – ABRAPP
 Homenagem aos 48 anos da Associação Brasileira das Entidades Fechadas de Previdência Complementar – ABRAPP",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-18T11:00:00.000Z,"Homenagem ao Dia Nacional da Luta Antimanicomial
 Homenagem ao Dia Nacional da Luta Antimanicomial",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-29T10:00:00.000Z,"Homenagem aos 50 anos da Fundação Nacional de Artes (Funarte)
 Homenagem aos 50 anos da Fundação Nacional de Artes (Funarte)",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-13T16:00:00.000Z,"Debate sobre as metodologias de correção do ENEM, especialmente da prova de redação, e os mecanismos adotados para o tratamento de inconsistências nas notas e garantia de não prejuízo aos candidatos
 1)  (a Confirmar)  Representante do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP); 

2)  (a Confirmar) Representante do Centro Brasileiro de Pesquisa em Avaliação e Seleção e de Promoção de Eventos (CEBRASPE); 

3)  (a Confirmar) Representante do Ministério da Educação (MEC); 

4)  (a Confirmar) Representante do Conselho Nacional de Secretários de Educação (CONSED); 

5)  (a Confirmar) Representante da União Brasileira dos Estudantes Secundaristas (UBES);

6)  (a Confirmar) Representate da  União Nacional dos Estudantes (UNE). 


(REQ 8/2026 CE, do deputado Túlio Gadêlha)",Audiência Pública,CE,Convocada
2026-05-26T11:00:00.000Z,Frente Parlamentar do Taxi,Reunião Técnica,EVENTOS,Convocada
2026-05-14T14:30:00.000Z,Dia Nacional de Conscientização das Doenças Cardiovasculares na Mulher,Reunião Técnica,EVENTOS,Convocada
2026-05-26T16:00:00.000Z,"Políticas públicas voltadas às pessoas com altas habilidades/superdotação (AH/SD)
 1) (a Confirmar) Representante do Ministério da Educação (MEC); 

2)  (a Confirmar) Representante da Secretaria de Estado de Educação do Governo do Distrito Federal (SEEDF); 

3) JHOYCE HAYNE (a Confirmar) - Presidente da Comissão de Defesa dos Direitos das Pessoas com Altas Habilidades/Superdotação ou Dupla excepcionalidade;

4) DENISE FLEITH (a Confirmar) -  Pesquisadora do Instituto de Psicologia (IP) da Universidade de Brasília (UnB); 

5)  ROBERTHA MUNIQUE (a Confirmar) - Especialista em Atendimento Educacional Especializado em Altas Habilidades/Superdotação (MEC/UnB) e Presidente do Instituto RAISES  - Rede de Apoio, Incentivo e Suporte Educacional e Emocional ao Superdotado; 

6)  AMÁBILE PACIOS (a Confirmar) - Presidente da Federação Nacional das Escolas Particulares (FENEP); 

7)  RAFAEL KESSLER (a Confirmar) -  Estudante, programador, inventor da Língua Hyroasc e criador da Fómula de Kessler, reconhecida pela UnB; 

8)  LUCAS FREITAS (a Confirmar) - Estudante, primeiro medalhista olímpico de ouro do Brasil em competição de cibersegurança na China,

(REQ 14/2026 CE, da deputada Nely Aquino)",Audiência Pública,CE,Convocada
2026-05-14T14:00:00.000Z,"Homenagem aos 135 anos da presença Batista no Estado do Rio de Janeiro
 Homenagem aos 135 anos da presença Batista no Estado do Rio de Janeiro",Sessão Não Deliberativa Solene,PLEN,Agendada
