email,id,idLegislatura,id_evento,nome,siglaPartido,siglaUf,uri,uriPartido,urlFoto
dep.coronelfernanda@camara.leg.br,220595,57,75760,Coronel Fernanda,PL,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/220595,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220595.jpg
dep.tarcisiomotta@camara.leg.br,220598,57,75760,Tarcísio Motta,PSOL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220598,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/220598.jpg
dep.robinsonfaria@camara.leg.br,220624,57,75760,Robinson Faria,PL,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/220624,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220624.jpg
dep.coronelmeira@camara.leg.br,220666,57,75760,Coronel Meira,PL,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220666,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220666.jpg
dep.betoricha@camara.leg.br,220683,57,75760,Beto Richa,PSDB,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220683,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/220683.jpg
dep.geraldomendes@camara.leg.br,220702,57,75760,Geraldo Mendes,União,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220702,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220702.jpg
dep.joaocury@camara.leg.br,230957,57,75760,João Cury,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/230957,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/230957.jpg
dep.juliolopes@camara.leg.br,74253,57,75820,Julio Lopes,PP,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/74253,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/74253.jpg
dep.gilbertonascimento@camara.leg.br,74270,57,75886,Gilberto Nascimento,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/74270,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/74270.jpg
dep.dr.fernandomaximo@camara.leg.br,220610,57,75886,Dr. Fernando Máximo,PL,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/220610,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220610.jpg
dep.sargentogoncalves@camara.leg.br,220621,57,75886,Sargento Gonçalves,PL,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/220621,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220621.jpg
dep.joaocury@camara.leg.br,230957,57,75886,João Cury,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/230957,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/230957.jpg
null,218086,57,75847,Ely Santos,REPUBLICANOS,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/218086,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/218086.jpg
dep.andreiasiqueira@camara.leg.br,220676,57,75847,Andreia Siqueira,PSB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220676,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/220676.jpg
dep.carlosjordy@camara.leg.br,204460,57,75931,Carlos Jordy,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204460,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204460.jpg
dep.pedrocampos@camara.leg.br,220667,57,75931,Pedro Campos,PSB,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220667,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/220667.jpg
dep.tabataamaral@camara.leg.br,204534,57,76008,Tabata Amaral,PSB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204534,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/204534.jpg
dep.carladickson@camara.leg.br,213762,57,76008,Carla Dickson,PL,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/213762,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/213762.jpg
dep.fredlinhares@camara.leg.br,220534,57,76008,Fred Linhares,REPUBLICANOS,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/220534,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220534.jpg
dep.ricardoayres@camara.leg.br,220543,57,76085,Ricardo Ayres,REPUBLICANOS,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/220543,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220543.jpg
dep.tabataamaral@camara.leg.br,204534,57,76100,Tabata Amaral,PSB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204534,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/204534.jpg
dep.igortimo@camara.leg.br,204508,57,76208,Igor Timo,UNIÃO,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204508,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/204508.jpg
dep.ajalbuquerque@camara.leg.br,204549,57,76208,AJ Albuquerque,PP,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204549,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204549.jpg
dep.tadeuveneri@camara.leg.br,220682,57,76208,Tadeu Veneri,PT,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220682,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220682.jpg
null,74095,57,76210,Pauderney Avelino,UNIÃO,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/74095,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/74095.jpg
dep.marceloqueiroz@camara.leg.br,160161,57,76210,Marcelo Queiroz,PSDB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/160161,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/160161.jpg
dep.airtonfaleiro@camara.leg.br,204495,57,76210,Airton Faleiro,PT,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/204495,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/204495.jpg
dep.cabogilbertosilva@camara.leg.br,220574,57,76210,Cabo Gilberto Silva,PL,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220574,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220574.jpg
dep.jonasdonizette@camara.leg.br,160548,57,76221,Jonas Donizette,PSB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/160548,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/160548.jpg
dep.murilogaldino@camara.leg.br,220584,57,76255,Murilo Galdino,REPUBLICANOS,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220584,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220584.jpg
dep.rafaelsimoes@camara.leg.br,220626,57,76164,Rafael Simoes,UNIÃO,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220626,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220626.jpg
dep.carloshenriquegaguim@camara.leg.br,178993,57,76177,Carlos Henrique Gaguim,UNIÃO,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/178993,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg
dep.daianasantos@camara.leg.br,220555,57,76177,Daiana Santos,PCdoB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220555,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/220555.jpg
dep.atilamlira@camara.leg.br,123086,57,76235,Átila Lira,PP,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/123086,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/123086.jpg
dep.tarcisiomotta@camara.leg.br,220598,57,76235,Tarcísio Motta,PSOL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220598,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/220598.jpg
dep.adailfilho@camara.leg.br,220714,57,76288,Adail Filho,MDB,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/220714,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220714.jpg
dep.daniloforte@camara.leg.br,62881,57,76479,Danilo Forte,PP,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/62881,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/62881.jpg
dep.luizcarlosbusato@camara.leg.br,141485,57,76479,Luiz Carlos Busato,UNIÃO,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/141485,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/141485.jpg
dep.orlandosilva@camara.leg.br,178987,57,76479,Orlando Silva,PCdoB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/178987,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/178987.jpg
dep.carlosjordy@camara.leg.br,204460,57,76479,Carlos Jordy,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204460,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204460.jpg
dep.danielalmeida@camara.leg.br,74060,57,76515,Daniel Almeida,PCdoB,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74060,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/74060.jpg
dep.nicoletti@camara.leg.br,204479,57,76575,Nicoletti,PL,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/204479,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204479.jpg
dep.generalpazuello@camara.leg.br,220611,57,76575,General Pazuello,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220611,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220611.jpg
null,220619,57,76575,Delegado Ramagem,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220619,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220619.jpg
dep.paulofolletto@camara.leg.br,160517,57,76397,Paulo Folletto,PSB,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/160517,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/160517.jpg
dep.luciomosquini@camara.leg.br,178954,57,76397,Lucio Mosquini,PL,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/178954,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/178954.jpg
null,205865,57,76397,Reinhold Stephanes,PL,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/205865,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/205865.jpg
dep.welitonprado@camara.leg.br,160518,57,76437,Weliton Prado,SOLIDARIEDADE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160518,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/160518.jpg
dep.luiznishimori@camara.leg.br,162332,57,76437,Luiz Nishimori,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/162332,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/162332.jpg
dep.eduardovelloso@camara.leg.br,220589,57,76437,Eduardo Velloso,SOLIDARIEDADE,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220589,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/220589.jpg
dep.bebeto@camara.leg.br,220612,57,76437,Bebeto,PP,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220612,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220612.jpg
dep.simonemarquetto@camara.leg.br,220651,57,76541,Simone Marquetto,PP,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220651,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220651.jpg
dep.delegadopaulobilynskyj@camara.leg.br,220654,57,76541,Delegado Paulo Bilynskyj,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220654,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220654.jpg
dep.rodrigodazaeli@camara.leg.br,230767,57,76541,Rodrigo da Zaeli,PL,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/230767,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/230767.jpg
dep.leoprates@camara.leg.br,80815,57,75396,Leo Prates,REPUBLICANOS,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/80815,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/80815.jpg
dep.hugoleal@camara.leg.br,141450,57,75628,Hugo Leal,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg
dep.coronelchrisostomo@camara.leg.br,204378,57,75628,Coronel Chrisóstomo,PL,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/204378,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg
dep.gilbertoabramo@camara.leg.br,204491,57,75628,Gilberto Abramo,REPUBLICANOS,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204491,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204491.jpg
dep.daniloforte@camara.leg.br,62881,57,75661,Danilo Forte,PP,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/62881,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/62881.jpg
dep.domingossavio@camara.leg.br,160758,57,75661,Domingos Sávio,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160758,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/160758.jpg
dep.coronelchrisostomo@camara.leg.br,204378,57,75661,Coronel Chrisóstomo,PL,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/204378,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg
dep.messiasdonato@camara.leg.br,220530,57,75713,Messias Donato,UNIÃO,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220530,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220530.jpg
dep.marcospollon@camara.leg.br,220547,57,75713,Marcos Pollon,PL,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/220547,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220547.jpg
null,220619,57,75713,Delegado Ramagem,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220619,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220619.jpg
dep.marceloalvaroantonio@camara.leg.br,179000,57,75718,Marcelo Álvaro Antônio,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/179000,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/179000.jpg
dep.dr.luizovando@camara.leg.br,204351,57,75718,Dr. Luiz Ovando,PP,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/204351,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204351.jpg
dep.lucianovieira@camara.leg.br,220616,57,75718,Luciano Vieira,PSDB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220616,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/220616.jpg
dep.heloisahelena@camara.leg.br,234788,57,75718,Heloísa Helena,REDE,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/234788,https://dadosabertos.camara.leg.br/api/v2/partidos/36886,https://www.camara.leg.br/internet/deputado/bandep/234788.jpg
dep.euniciooliveira@camara.leg.br,74454,57,75098,Eunício Oliveira,MDB,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/74454,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/74454.jpg
dep.paulomagalhaes@camara.leg.br,74574,57,75098,Paulo Magalhães,PSD,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74574,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/74574.jpg
null,141470,57,75098,José Guimarães,PT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/141470,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/141470.jpg
dep.domingosneto@camara.leg.br,143632,57,75098,Domingos Neto,PSD,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/143632,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/143632.jpg
dep.aureoribeiro@camara.leg.br,160512,57,75098,Aureo Ribeiro,SOLIDARIEDADE,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/160512,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/160512.jpg
dep.flavionogueira@camara.leg.br,191923,57,75098,Flávio Nogueira,PT,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/191923,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/191923.jpg
dep.alencarsantana@camara.leg.br,204501,57,75098,Alencar Santana,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204501,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/204501.jpg
dep.luizgastao@camara.leg.br,220658,57,75098,Luiz Gastão,PSD,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220658,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220658.jpg
dep.mariaarraes@camara.leg.br,220668,57,75098,Maria Arraes,PSB,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220668,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/220668.jpg
dep.carloshenriquegaguim@camara.leg.br,178993,57,75324,Carlos Henrique Gaguim,UNIÃO,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/178993,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg
dep.christonietto@camara.leg.br,204462,57,75324,Chris Tonietto,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204462,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204462.jpg
null,220575,57,75324,Sonize Barbosa,PL,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/220575,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220575.jpg
dep.delegadofabiocosta@camara.leg.br,220583,57,75805,Delegado Fabio Costa,PP,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220583,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220583.jpg
null,220575,57,75830,Sonize Barbosa,PL,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/220575,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220575.jpg
dep.danieltrzeciak@camara.leg.br,204409,57,75893,Daniel Trzeciak,PSDB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204409,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/204409.jpg
dep.enfermeirarejane@camara.leg.br,230765,57,75893,Enfermeira Rejane,PCdoB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/230765,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/230765.jpg
dep.gilbertonascimento@camara.leg.br,74270,57,75987,Gilberto Nascimento,PSD,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/74270,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/74270.jpg
dep.euniciooliveira@camara.leg.br,74454,57,75987,Eunício Oliveira,MDB,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/74454,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/74454.jpg
dep.waldemaroliveira@camara.leg.br,91228,57,75987,Waldemar Oliveira,Avante,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/91228,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,https://www.camara.leg.br/internet/deputado/bandep/91228.jpg
dep.hugoleal@camara.leg.br,141450,57,75987,Hugo Leal,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg
dep.rodrigovaladares@camara.leg.br,165470,57,75987,Rodrigo Valadares,União,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/165470,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/165470.jpg
dep.luiziannelins@camara.leg.br,178866,57,75987,Luizianne Lins,PT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/178866,https://dadosabertos.camara.leg.br/api/v2/partidos/36886,https://www.camara.leg.br/internet/deputado/bandep/178866.jpg
dep.marcossoares@camara.leg.br,178943,57,75987,Marcos Soares,União,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/178943,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/178943.jpg
dep.juliocesarribeiro@camara.leg.br,204372,57,75987,Julio Cesar Ribeiro,Republican,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/204372,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204372.jpg
dep.danieltrzeciak@camara.leg.br,204409,57,75987,Daniel Trzeciak,PSDB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204409,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/204409.jpg
dep.luisacanziani@camara.leg.br,204410,57,75987,Luisa Canziani,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/204410,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/204410.jpg
dep.luizlima@camara.leg.br,204455,57,75987,Luiz Lima,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204455,https://dadosabertos.camara.leg.br/api/v2/partidos/37901,https://www.camara.leg.br/internet/deputado/bandep/204455.jpg
dep.dr.jaziel@camara.leg.br,204481,57,75987,Dr. Jaziel,PL,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204481,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204481.jpg
dep.alencarsantana@camara.leg.br,204501,57,75987,Alencar Santana,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204501,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/204501.jpg
null,205865,57,75987,Reinhold Stephanes,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/205865,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/205865.jpg
dep.silvyealves@camara.leg.br,220569,57,75987,Silvye Alves,União,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220569,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220569.jpg
dep.delegadofabiocosta@camara.leg.br,220583,57,75987,Delegado Fabio Costa,PP,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220583,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220583.jpg
dep.rafaelbrito@camara.leg.br,220586,57,75987,Rafael Brito,MDB,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220586,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220586.jpg
dep.eduardovelloso@camara.leg.br,220589,57,75987,Eduardo Velloso,União,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220589,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/220589.jpg
dep.reimont@camara.leg.br,220606,57,75987,Reimont,PT,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220606,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220606.jpg
dep.generalpazuello@camara.leg.br,220611,57,75987,General Pazuello,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220611,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220611.jpg
dep.mariofrias@camara.leg.br,220655,57,75987,Mario Frias,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220655,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220655.jpg
dep.diegocoronel@camara.leg.br,220691,57,75987,Diego Coronel,PSD,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220691,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220691.jpg
dep.padovani@camara.leg.br,220706,57,75987,Padovani,União,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220706,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220706.jpg
