dataRegistroVoto,deputado_,tipoVoto
2026-05-06T20:46:43,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204479.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.nicoletti@camara.leg.br"",""nome"":""Nicoletti"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204479"",""siglaUf"":""RR"",""siglaPartido"":""PL"",""id"":""204479""}",Não
2026-05-06T20:46:42,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160512.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37904"",""idLegislatura"":""57"",""email"":""dep.aureoribeiro@camara.leg.br"",""nome"":""Aureo Ribeiro"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160512"",""siglaUf"":""RJ"",""siglaPartido"":""SOLIDARIEDADE"",""id"":""160512""}",Sim
2026-05-06T20:46:42,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204374.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.biakicis@camara.leg.br"",""nome"":""Bia Kicis"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204374"",""siglaUf"":""DF"",""siglaPartido"":""PL"",""id"":""204374""}",Não
2026-05-06T20:46:42,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220571.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36834"",""idLegislatura"":""57"",""email"":""dep.danielagrobom@camara.leg.br"",""nome"":""Daniel Agrobom"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220571"",""siglaUf"":""GO"",""siglaPartido"":""PSD"",""id"":""220571""}",Não
2026-05-06T20:46:41,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160569.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.waldenorpereira@camara.leg.br"",""nome"":""Waldenor Pereira"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160569"",""siglaUf"":""BA"",""siglaPartido"":""PT"",""id"":""160569""}",Sim
2026-05-06T20:46:41,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/180214.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.pastordiniz@camara.leg.br"",""nome"":""Pastor Diniz"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/180214"",""siglaUf"":""RR"",""siglaPartido"":""UNIÃO"",""id"":""180214""}",Não
2026-05-06T20:46:40,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204559.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.zeneto@camara.leg.br"",""nome"":""Zé Neto"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204559"",""siglaUf"":""BA"",""siglaPartido"":""PT"",""id"":""204559""}",Sim
2026-05-06T20:46:38,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74084.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36834"",""idLegislatura"":""57"",""email"":""dep.raimundosantos@camara.leg.br"",""nome"":""Raimundo Santos"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74084"",""siglaUf"":""PA"",""siglaPartido"":""PSD"",""id"":""74084""}",Não
2026-05-06T20:46:37,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220672.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.hendersonpinto@camara.leg.br"",""nome"":""Henderson Pinto"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220672"",""siglaUf"":""PA"",""siglaPartido"":""UNIÃO"",""id"":""220672""}",Sim
2026-05-06T20:46:36,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220576.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.alfredogaspar@camara.leg.br"",""nome"":""Alfredo Gaspar"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220576"",""siglaUf"":""AL"",""siglaPartido"":""PL"",""id"":""220576""}",Não
2026-05-06T20:46:36,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220578.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36786"",""idLegislatura"":""57"",""email"":""dep.josenildo@camara.leg.br"",""nome"":""Josenildo"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220578"",""siglaUf"":""AP"",""siglaPartido"":""PDT"",""id"":""220578""}",Sim
2026-05-06T20:46:33,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160665.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.augustocoutinho@camara.leg.br"",""nome"":""Augusto Coutinho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160665"",""siglaUf"":""PE"",""siglaPartido"":""REPUBLICANOS"",""id"":""160665""}",Sim
2026-05-06T20:46:30,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220624.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.robinsonfaria@camara.leg.br"",""nome"":""Robinson Faria"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220624"",""siglaUf"":""RN"",""siglaPartido"":""PP"",""id"":""220624""}",Sim
2026-05-06T20:46:30,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220685.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.paulolitro@camara.leg.br"",""nome"":""Paulo Litro"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220685"",""siglaUf"":""PR"",""siglaPartido"":""UNIÃO"",""id"":""220685""}",Sim
2026-05-06T20:46:29,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/233592.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.paulolemos@camara.leg.br"",""nome"":""Paulo Lemos"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/233592"",""siglaUf"":""AP"",""siglaPartido"":""PT"",""id"":""233592""}",Sim
2026-05-06T20:46:28,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/73788.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.ricardobarros@camara.leg.br"",""nome"":""Ricardo Barros"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/73788"",""siglaUf"":""PR"",""siglaPartido"":""PP"",""id"":""73788""}",Sim
2026-05-06T20:46:24,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/166402.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.magdamofatto@camara.leg.br"",""nome"":""Magda Mofatto"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/166402"",""siglaUf"":""GO"",""siglaPartido"":""PL"",""id"":""166402""}",Não
2026-05-06T20:46:24,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220534.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.fredlinhares@camara.leg.br"",""nome"":""Fred Linhares"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220534"",""siglaUf"":""DF"",""siglaPartido"":""REPUBLICANOS"",""id"":""220534""}",Sim
2026-05-06T20:46:23,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/205550.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.jorgebraz@camara.leg.br"",""nome"":""Jorge Braz"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/205550"",""siglaUf"":""RJ"",""siglaPartido"":""REPUBLICANOS"",""id"":""205550""}",Sim
2026-05-06T20:46:22,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/141488.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.pauloteixeira@camara.leg.br"",""nome"":""Paulo Teixeira"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/141488"",""siglaUf"":""SP"",""siglaPartido"":""PT"",""id"":""141488""}",Sim
2026-05-06T20:46:22,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160508.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.afonsoflorence@camara.leg.br"",""nome"":""Afonso Florence"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160508"",""siglaUf"":""BA"",""siglaPartido"":""PT"",""id"":""160508""}",Sim
2026-05-06T20:46:21,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74574.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36834"",""idLegislatura"":""57"",""email"":""dep.paulomagalhaes@camara.leg.br"",""nome"":""Paulo Magalhães"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74574"",""siglaUf"":""BA"",""siglaPartido"":""PSD"",""id"":""74574""}",Sim
2026-05-06T20:46:21,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160558.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.paulofreirecosta@camara.leg.br"",""nome"":""Paulo Freire Costa"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160558"",""siglaUf"":""SP"",""siglaPartido"":""PL"",""id"":""160558""}",Não
2026-05-06T20:46:21,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220640.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.julianacardoso@camara.leg.br"",""nome"":""Juliana Cardoso"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220640"",""siglaUf"":""SP"",""siglaPartido"":""PT"",""id"":""220640""}",Sim
2026-05-06T20:46:19,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220687.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37904"",""idLegislatura"":""57"",""email"":""dep.marciohonaiser@camara.leg.br"",""nome"":""Márcio Honaiser"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220687"",""siglaUf"":""MA"",""siglaPartido"":""SOLIDARIEDADE"",""id"":""220687""}",Sim
2026-05-06T20:46:17,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204462.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.christonietto@camara.leg.br"",""nome"":""Chris Tonietto"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204462"",""siglaUf"":""RJ"",""siglaPartido"":""PL"",""id"":""204462""}",Não
2026-05-06T20:46:17,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/235869.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.joaocarlos@camara.leg.br"",""nome"":""João Carlos"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/235869"",""siglaUf"":""AM"",""siglaPartido"":""REPUBLICANOS"",""id"":""235869""}",Sim
2026-05-06T20:46:16,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74467.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.damiaofeliciano@camara.leg.br"",""nome"":""Damião Feliciano"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74467"",""siglaUf"":""PB"",""siglaPartido"":""UNIÃO"",""id"":""74467""}",Sim
2026-05-06T20:46:16,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220568.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.gustavogayer@camara.leg.br"",""nome"":""Gustavo Gayer"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220568"",""siglaUf"":""GO"",""siglaPartido"":""PL"",""id"":""220568""}",Não
2026-05-06T20:46:15,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220630.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.pedroaihara@camara.leg.br"",""nome"":""Pedro Aihara"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220630"",""siglaUf"":""MG"",""siglaPartido"":""PP"",""id"":""220630""}",Sim
2026-05-06T20:46:14,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/178881.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.aluisiomendes@camara.leg.br"",""nome"":""Aluisio Mendes"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/178881"",""siglaUf"":""MA"",""siglaPartido"":""REPUBLICANOS"",""id"":""178881""}",Sim
2026-05-06T20:46:10,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74858.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.lindberghfarias@camara.leg.br"",""nome"":""Lindbergh Farias"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74858"",""siglaUf"":""RJ"",""siglaPartido"":""PT"",""id"":""74858""}",Sim
2026-05-06T20:46:10,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/123086.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.atilamlira@camara.leg.br"",""nome"":""Átila Lira"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/123086"",""siglaUf"":""PI"",""siglaPartido"":""PP"",""id"":""123086""}",Sim
2026-05-06T20:46:09,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220608.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36896"",""idLegislatura"":""57"",""email"":""dep.cristianelopes@camara.leg.br"",""nome"":""Cristiane Lopes"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220608"",""siglaUf"":""RO"",""siglaPartido"":""PODE"",""id"":""220608""}",Não
2026-05-06T20:46:08,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/73801.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36779"",""idLegislatura"":""57"",""email"":""dep.renildocalheiros@camara.leg.br"",""nome"":""Renildo Calheiros"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/73801"",""siglaUf"":""PE"",""siglaPartido"":""PCdoB"",""id"":""73801""}",Sim
2026-05-06T20:46:08,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74784.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36839"",""idLegislatura"":""57"",""email"":""dep.luizaerundina@camara.leg.br"",""nome"":""Luiza Erundina"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74784"",""siglaUf"":""SP"",""siglaPartido"":""PSOL"",""id"":""74784""}",Sim
2026-05-06T20:46:08,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204485.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.luizcarlosmotta@camara.leg.br"",""nome"":""Luiz Carlos Motta"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204485"",""siglaUf"":""SP"",""siglaPartido"":""PL"",""id"":""204485""}",Não
2026-05-06T20:46:07,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/141456.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.jilmartatto@camara.leg.br"",""nome"":""Jilmar Tatto"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/141456"",""siglaUf"":""SP"",""siglaPartido"":""PT"",""id"":""141456""}",Sim
2026-05-06T20:46:07,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160604.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.pedrouczai@camara.leg.br"",""nome"":""Pedro Uczai"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160604"",""siglaUf"":""SC"",""siglaPartido"":""PT"",""id"":""160604""}",Sim
2026-05-06T20:46:05,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/73604.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.ruifalcao@camara.leg.br"",""nome"":""Rui Falcão"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/73604"",""siglaUf"":""SP"",""siglaPartido"":""PT"",""id"":""73604""}",Sim
2026-05-06T20:46:04,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220622.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36896"",""idLegislatura"":""57"",""email"":""dep.nelyaquino@camara.leg.br"",""nome"":""Nely Aquino"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220622"",""siglaUf"":""MG"",""siglaPartido"":""PODE"",""id"":""220622""}",Sim
2026-05-06T20:46:00,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/81055.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36779"",""idLegislatura"":""57"",""email"":""dep.marciojerry@camara.leg.br"",""nome"":""Márcio Jerry"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/81055"",""siglaUf"":""MA"",""siglaPartido"":""PCdoB"",""id"":""81055""}",Sim
2026-05-06T20:46:00,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160610.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.valmirassuncao@camara.leg.br"",""nome"":""Valmir Assunção"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160610"",""siglaUf"":""BA"",""siglaPartido"":""PT"",""id"":""160610""}",Sim
2026-05-06T20:46:00,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204491.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.gilbertoabramo@camara.leg.br"",""nome"":""Gilberto Abramo"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204491"",""siglaUf"":""MG"",""siglaPartido"":""REPUBLICANOS"",""id"":""204491""}",Sim
2026-05-06T20:46:00,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/230767.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.rodrigodazaeli@camara.leg.br"",""nome"":""Rodrigo da Zaeli"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/230767"",""siglaUf"":""MT"",""siglaPartido"":""PL"",""id"":""230767""}",Não
2026-05-06T20:45:59,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/141398.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.carloszarattini@camara.leg.br"",""nome"":""Carlos Zarattini"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/141398"",""siglaUf"":""SP"",""siglaPartido"":""PT"",""id"":""141398""}",Sim
2026-05-06T20:45:59,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160601.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.pr.marcofeliciano@camara.leg.br"",""nome"":""Pr. Marco Feliciano"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160601"",""siglaUf"":""SP"",""siglaPartido"":""PL"",""id"":""160601""}",Não
2026-05-06T20:45:59,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204549.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.ajalbuquerque@camara.leg.br"",""nome"":""AJ Albuquerque"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204549"",""siglaUf"":""CE"",""siglaPartido"":""PP"",""id"":""204549""}",Sim
2026-05-06T20:45:59,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/214694.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.jorgegoetten@camara.leg.br"",""nome"":""Jorge Goetten"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/214694"",""siglaUf"":""SC"",""siglaPartido"":""REPUBLICANOS"",""id"":""214694""}",Sim
2026-05-06T20:45:57,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204494.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38010"",""idLegislatura"":""57"",""email"":""dep.fredcosta@camara.leg.br"",""nome"":""Fred Costa"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204494"",""siglaUf"":""MG"",""siglaPartido"":""PRD"",""id"":""204494""}",Sim
2026-05-06T20:45:57,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220574.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.cabogilbertosilva@camara.leg.br"",""nome"":""Cabo Gilberto Silva"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220574"",""siglaUf"":""PB"",""siglaPartido"":""PL"",""id"":""220574""}",Não
2026-05-06T20:45:55,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74848.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36779"",""idLegislatura"":""57"",""email"":""dep.jandirafeghali@camara.leg.br"",""nome"":""Jandira Feghali"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74848"",""siglaUf"":""RJ"",""siglaPartido"":""PCdoB"",""id"":""74848""}",Sim
2026-05-06T20:45:55,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/178986.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.niltotatto@camara.leg.br"",""nome"":""Nilto Tatto"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/178986"",""siglaUf"":""SP"",""siglaPartido"":""PT"",""id"":""178986""}",Sim
2026-05-06T20:45:52,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74041.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.luizcouto@camara.leg.br"",""nome"":""Luiz Couto"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74041"",""siglaUf"":""PB"",""siglaPartido"":""PT"",""id"":""74041""}",Sim
2026-05-06T20:45:52,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204416.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.sanderson@camara.leg.br"",""nome"":""Sanderson"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204416"",""siglaUf"":""RS"",""siglaPartido"":""PL"",""id"":""204416""}",Não
2026-05-06T20:45:51,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204504.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.cezinhademadureira@camara.leg.br"",""nome"":""Cezinha de Madureira"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204504"",""siglaUf"":""SP"",""siglaPartido"":""PL"",""id"":""204504""}",Não
2026-05-06T20:45:51,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220621.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.sargentogoncalves@camara.leg.br"",""nome"":""Sargento Gonçalves"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220621"",""siglaUf"":""RN"",""siglaPartido"":""PL"",""id"":""220621""}",Não
2026-05-06T20:45:51,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220632.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.anapimentel@camara.leg.br"",""nome"":""Ana Pimentel"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220632"",""siglaUf"":""MG"",""siglaPartido"":""PT"",""id"":""220632""}",Sim
2026-05-06T20:45:49,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204486.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.maurobenevidesfilho@camara.leg.br"",""nome"":""Mauro Benevides Filho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204486"",""siglaUf"":""CE"",""siglaPartido"":""UNIÃO"",""id"":""204486""}",Sim
2026-05-06T20:45:48,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/178843.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.marxbeltrao@camara.leg.br"",""nome"":""Marx Beltrão"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/178843"",""siglaUf"":""AL"",""siglaPartido"":""UNIÃO"",""id"":""178843""}",Sim
2026-05-06T20:45:47,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220530.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.messiasdonato@camara.leg.br"",""nome"":""Messias Donato"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220530"",""siglaUf"":""ES"",""siglaPartido"":""UNIÃO"",""id"":""220530""}",Não
