id_deputado,id_despesa,categoria,data_referencia,valor_gasto,cnpj_fornecedor,nome_fornecedor,nome_deputado,uf,partido
74467,9F9D3FE7-9E1E-4C55-828B-A4F20A2C4B97,PASSAGEM AÉREA - SIGEPA,2026-01-06,1166.12,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8014139,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-11-13,1000,39899781000133,EDENILSON ALVES DE QUEIROZ JUNIOR,Welter,PR,PT
74270,8051851,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-02,250,53600984000108,POSTO DE COMBUSTIVEIS SAO RAFAEL LTDA,Gilberto Nascimento,SP,PSD
122158,C3178D99-72AF-4E92-A2EF-E5AED315F207,PASSAGEM AÉREA - SIGEPA,2025-12-08,3016.32,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8090294,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-30,500.02,36180754000118,AUTO POSTO DE COMBUSTIVEL FLAMINGO LTDA,Filipe Martins,TO,PL
66828,8089987,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-26,110,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,8049511,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-10,2843.63,64441938934,IVANILDO VIEIRA GALVÃO,Marangoni,SP,UNIÃO
220618,874B5CCD-7B93-440B-A4B6-BE1312852AA1,PASSAGEM AÉREA - SIGEPA,2025-11-14,820.32,,Gol Linhas Aéreas,Sargento Portugal,RJ,PODE
160538,8051784,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-16,17.96,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8072145,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-03-03,1686.66,13347016000117,Facebook Serviços Online do Brasil Ltda.,Dagoberto Nogueira,MS,PP
74467,B06CE1FE-D522-4952-BDD5-8C9631077978,PASSAGEM AÉREA - SIGEPA,2026-03-04,1055.82,,Azul Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8026107,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-08,500,44838085000157,C-LERE NEGOCIOS LTDA,Welter,PR,PT
74270,8089731,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-28,500,53600984000108,POSTO DE COMBUSTIVEIS SAO RAFAEL LTDA,Gilberto Nascimento,SP,PSD
122158,BA7098DC-3964-41FD-9FAC-74EE1B22F7E6,PASSAGEM AÉREA - SIGEPA,2025-12-07,3038.82,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8087141,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-27,200,32169795000152,AUTO POSTO DE COMBUSTIVEIS LAGO SUL LTDA,Filipe Martins,TO,PL
66828,8089830,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-25,100,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,8038298,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-10,2556.87,64441938934,IVANILDO VIEIRA GALVÃO,Marangoni,SP,UNIÃO
220618,874B5CCD-7B93-440B-A4B6-BE1312852AA1,PASSAGEM AÉREA - SIGEPA,2025-11-14,74.8,,Gol Linhas Aéreas,Sargento Portugal,RJ,PODE
160538,8051783,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-16,15.2,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8072157,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-03,2297.55,13347016000117,Facebook Serviços Online do Brasil Ltda.,Dagoberto Nogueira,MS,PP
74467,627253C4-9357-4B1C-933F-CD6BF908CFFC,PASSAGEM AÉREA - SIGEPA,2026-01-08,2291.57,,Azul Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8012043,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-11-11,5000,61302037000169,BFC Jornalismo de Conexão LTDA,Welter,PR,PT
74270,8075459,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-31,1374.5,12132854000100,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA,Gilberto Nascimento,SP,PSD
122158,51AA80EB-F8F5-4391-BCDB-B0CDE9DB197B,PASSAGEM AÉREA - SIGEPA,2025-12-02,1134.92,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8084694,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-14,360.05,00746278000102,AUTO POSTO CHAVES LTDA,Filipe Martins,TO,PL
66828,8089835,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-24,150,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,8060192,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-04,700,08532429000131,AMORETTO CAFES EXPRESSO LTDA.,Marangoni,SP,UNIÃO
220618,8017566,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-24,11.4,57990933000190,VIA CRISTAIS,Sargento Portugal,RJ,PODE
160538,8051781,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-16,15,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8089090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-04-28,8000,33457161000168,cavis- propaganda e publicidade eireli,Dagoberto Nogueira,MS,PP
74467,8039253,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2026-01-05,7000,34300771000116,SHEKINAH LOCACAO DE VEICULOS EIRELI,Damião Feliciano,PB,UNIÃO
224333,8029217,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-15,1200,29625213000190,ALVARO PAULO SOARES PINTO,Welter,PR,PT
74270,8075479,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-04-01,10000,32377445810,SUELY ELIAS,Gilberto Nascimento,SP,PSD
122158,51AA80EB-F8F5-4391-BCDB-B0CDE9DB197B,PASSAGEM AÉREA - SIGEPA,2025-12-02,-921.52,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8054718,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-09,419.34,31058163000159,AUTO POSTO BERNARDO SAYAO LTDA,Filipe Martins,TO,PL
66828,8089840,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-20,150,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,8078162,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-04-07,700,08532429000131,AMORETTO CAFES EXPRESSO LTDA,Marangoni,SP,UNIÃO
220618,8017510,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-25,11.4,57990933000190,VIA CRISTAIS,Sargento Portugal,RJ,PODE
160538,8051759,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-15,63.29,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8069834,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-03-20,8000,33457161000168,cavis- propaganda e publicidade eireli,Dagoberto Nogueira,MS,PP
74467,8085365,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2026-04-05,7000,34300771000116,SHEKINAH LOCACAO DE VEICULOS EIRELI,Damião Feliciano,PB,UNIÃO
224333,8019655,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-14,171.58,61987991000132,VALDIR GROTTO E CIA LTDA,Welter,PR,PT
74270,8060502,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-01,10000,32377445810,SUELY ELIAS,Gilberto Nascimento,SP,PSD
122158,8B673C4D-69C5-4027-A228-F3C6E93B666B,PASSAGEM AÉREA - SIGEPA,2025-11-28,1860.13,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8054711,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-23,410.11,31058163000159,AUTO POSTO BERNARDO SAYAO LTDA,Filipe Martins,TO,PL
66828,8089844,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-10,150,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,8049507,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-05,700,08532429000131,AMORETTO CAFES EXPRESSO LTDA,Marangoni,SP,UNIÃO
220618,8017489,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-23,11.7,57990933000190,VIA CRISTAIS,Sargento Portugal,RJ,PODE
160538,8051758,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-14,44.44,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8052527,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-18,8000,33457161000168,cavis- propaganda e publicidade eireli,Dagoberto Nogueira,MS,PP
74467,8071673,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2026-03-05,7000,34300771000116,SHEKINAH LOCACAO DE VEICULOS EIRELI,Damião Feliciano,PB,UNIÃO
224333,8027314,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-10,437.48,10571343000160,RMZ FUKAMI COMERCIO DE COMBUSTIVEIS LTDA ME,Welter,PR,PT
74270,8044864,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-01,10000,32377445810,SUELY ELIAS,Gilberto Nascimento,SP,PSD
122158,F47C9B4B-12C3-4DD1-9CB8-5B2D283AE135,PASSAGEM AÉREA - SIGEPA,2025-11-21,2995.05,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8086634,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-02,149.9,24404615000141,PRONTO FIBRA LTDA,Filipe Martins,TO,PL
66828,8089854,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-06,200,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,8038026,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-08,700,08532429000131,AMORETTO CAFES EXPRESSO LTDA,Marangoni,SP,UNIÃO
220618,8017541,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-23,15.5,57990933000190,VIA CRISTAIS,Sargento Portugal,RJ,PODE
160538,8051757,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-14,34.52,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8043215,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-01-28,8000,33457161000168,cavis- propaganda e publicidade eireli,Dagoberto Nogueira,MS,PP
74467,8069754,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",2026-03-06,844,04443021000213,EUROPA INVESTIMENTOS LTDA,Damião Feliciano,PB,UNIÃO
224333,8030768,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-16,430.9,10571343000160,RMZ FUKAMI COMERCIO DE COMBUSTIVEIS LTDA ME,Welter,PR,PT
74270,8038470,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-01,10000,32377445810,SUELY ELIAS,Gilberto Nascimento,SP,PSD
122158,F47C9B4B-12C3-4DD1-9CB8-5B2D283AE135,PASSAGEM AÉREA - SIGEPA,2025-11-21,-921.52,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8049874,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-02,149.9,24404615000141,PRONTO FIBRA LTDA,Filipe Martins,TO,PL
66828,8089461,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-23,50,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,EE08395A-CA8B-403E-9A26-F81B29F2A709,PASSAGEM AÉREA - SIGEPA,2025-12-22,1832.22,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8017514,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-23,11.6,57990933000190,VIA CRISTAIS,Sargento Portugal,RJ,PODE
160538,8051756,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-11,37.03,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8069835,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-03-20,8500,59214029000119,BM9 ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO E TECNOLOGIA LTDA,Dagoberto Nogueira,MS,PP
74467,8057355,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-03,19000,02773723000159,MAIS PROPAGANDA LTDA.,Damião Feliciano,PB,UNIÃO
224333,8015281,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-18,431.02,10571343000160,RMZ FUKAMI COMERCIO DE COMBUSTIVEIS LTDA ME,Welter,PR,PT
74270,8081603,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-04-12,693.26,46392130000118,SECRETARIA MUNICIPAL DA FAZENDA,Gilberto Nascimento,SP,PSD
122158,93C2C1DC-BC47-4EE1-8A41-8E1AEC77515D,PASSAGEM AÉREA - SIGEPA,2025-11-18,682.2,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8076885,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-04-01,6000,78931886187,GIZELSON MONTEIRO DE MOURA,Filipe Martins,TO,PL
66828,8041507,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-23,120,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,AA95603B-C4E7-4BB1-8528-4A52615A4A01,PASSAGEM AÉREA - SIGEPA,2025-12-22,1844.82,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8017553,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-24,11.3,57990933000190,VIA CRISTAIS,Sargento Portugal,RJ,PODE
160538,8051755,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-10,26.92,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8053478,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-26,8500,59214029000119,BM9 ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO E TECNOLOGIA LTDA,Dagoberto Nogueira,MS,PP
74467,8085689,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-04-02,20000,13510794000185,CENTRAL PUBLICIDADE Ltda,Damião Feliciano,PB,UNIÃO
224333,8019717,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-12,210,08170365000176,RENATO FURLAN FRANQUI,Welter,PR,PT
74270,8053725,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-12,693.26,46392130000118,SECRETARIA MUNICIPAL DA FAZENDA,Gilberto Nascimento,SP,PSD
122158,BA174560-8C9C-45AD-A4B3-312DCA05D19D,PASSAGEM AÉREA - SIGEPA,2025-11-18,681.53,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8060837,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-02,6000,78931886187,GIZELSON MONTEIRO DE MOURA,Filipe Martins,TO,PL
66828,8041505,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-20,130,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,AA95603B-C4E7-4BB1-8528-4A52615A4A01,PASSAGEM AÉREA - SIGEPA,2025-12-22,-1844.82,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8017406,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-23,12.7,55231969000165,EPR VIA MINEIRA,Sargento Portugal,RJ,PODE
160538,8051753,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-10,24.92,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8041719,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-01-22,8500,59214029000119,BM9 ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO E TECNOLOGIA LTDA,Dagoberto Nogueira,MS,PP
74467,8069771,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-03-16,20000,13510794000185,CENTRAL PUBLICIDADE Ltda,Damião Feliciano,PB,UNIÃO
224333,8019704,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-10,195.47,13635049000162,POSTO TITAN DE CORBELIA LTDA,Welter,PR,PT
74270,8067379,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-16,702.01,46392130000118,SECRETARIA MUNICIPAL DA FAZENDA,Gilberto Nascimento,SP,PSD
122158,1FFE1C8E-9306-40C2-85C7-1E022A83AE01,PASSAGEM AÉREA - SIGEPA,2025-11-12,3020.04,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8048005,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-02,6000,78931886187,GIZELSON MONTEIRO DE MOURA,Filipe Martins,TO,PL
66828,8041506,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-14,90.55,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,D1347EF6-01B4-4ACD-9498-3FE06BBB407D,PASSAGEM AÉREA - SIGEPA,2025-12-19,1844.82,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8017387,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-23,12.7,55231969000165,EPR VIA MINEIRA,Sargento Portugal,RJ,PODE
160538,8051752,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-10,16.33,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8038920,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-01-12,150,55650377000188,AVA COMUNICACAO,Dagoberto Nogueira,MS,PP
74467,8052707,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-06,19000,13510794000185,CENTRAL PUBLICIDADE Ltda,Damião Feliciano,PB,UNIÃO
224333,8019668,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-14,63.34,29779880000128,POSTO MACEDO PAICANDU LTDA,Welter,PR,PT
74270,EC85CE9A-C40B-4A7F-9D75-0D8FBCA1D974,PASSAGEM AÉREA - SIGEPA,2025-12-03,1565.41,,LATAM Airlines Brasil,Gilberto Nascimento,SP,PSD
122158,883C4765-C418-4F09-9A1C-5CA3D22B55BE,PASSAGEM AÉREA - SIGEPA,2025-11-12,2021.15,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8049900,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-08,621.58,25086034000171,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,Filipe Martins,TO,PL
66828,8042881,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-25,200,15809084000186,PEGASUS DA BANDEIRANTES AUTO POSTO LTDA,Fausto Pinato,SP,PP
220648,E787C873-2196-473A-8BCF-0A485069BB6B,PASSAGEM AÉREA - SIGEPA,2025-12-19,2648.11,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8017396,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-11-23,12.7,55231969000165,EPR VIA MINEIRA,Sargento Portugal,RJ,PODE
160538,8051751,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-10,15.01,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8047242,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-04,150,55650377000188,AVA COMUNICACAO,Dagoberto Nogueira,MS,PP
74467,8085701,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-17,8920.93,14903080000108,BEZERRA  BEZERRA LTDA,Damião Feliciano,PB,UNIÃO
224333,8019932,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-11,200.04,07496606000109,POSTO CAFEZAL DO SUL LTDA,Welter,PR,PT
74270,EC85CE9A-C40B-4A7F-9D75-0D8FBCA1D974,PASSAGEM AÉREA - SIGEPA,2025-12-03,136,,LATAM Airlines Brasil,Gilberto Nascimento,SP,PSD
122158,883C4765-C418-4F09-9A1C-5CA3D22B55BE,PASSAGEM AÉREA - SIGEPA,2025-11-12,-2021.15,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8063387,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-05,470,00000000000010,Canva Pty. Ltd. ABN 80 158 929 938,Filipe Martins,TO,PL
66828,8089822,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-13,150,46158986000123,MAXICAR AUTO SERVICOS LT,Fausto Pinato,SP,PP
220648,245837A6-C54A-4693-B117-FC57E77D0EDF,PASSAGEM AÉREA - SIGEPA,2025-12-18,635.36,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8022210,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-02,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051749,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-09,52.65,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8076193,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-04-02,150,55650377000188,AVA COMUNICACAO,Dagoberto Nogueira,MS,PP
74467,24F0581F-3088-4B7D-89CF-732A3BAE8150,PASSAGEM AÉREA - SIGEPA,2025-12-26,2446.42,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8035302,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-29,200,06071706000554,PETRONORTE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,EC85CE9A-C40B-4A7F-9D75-0D8FBCA1D974,PASSAGEM AÉREA - SIGEPA,2025-12-03,-1565.41,,LATAM Airlines Brasil,Gilberto Nascimento,SP,PSD
122158,F873BCDB-5613-4E04-9531-9A4CE0178AED,PASSAGEM AÉREA - SIGEPA,2025-12-16,2213.35,,Gol Linhas Aéreas,Pedro Paulo,RJ,PSD
220545,8065787,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-27,650,50908993000172,BARCO SERVICOS DIGITAIS LTDA,Filipe Martins,TO,PL
66828,8050473,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-09,120,18781305000143,Jardim Silveira Posto de Serviços LTDA,Fausto Pinato,SP,PP
220648,245837A6-C54A-4693-B117-FC57E77D0EDF,PASSAGEM AÉREA - SIGEPA,2025-12-18,-635.36,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8022192,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-02,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051750,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-09,20.81,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8063709,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-03-06,150,55650377000188,AVA COMUNICACAO,Dagoberto Nogueira,MS,PP
74467,24F0581F-3088-4B7D-89CF-732A3BAE8150,PASSAGEM AÉREA - SIGEPA,2025-12-26,163,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8025962,COMBUSTÍVEIS E LUBRIFICANTES.,2025-12-08,200,06071706000554,PETRONORTE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,37FFB472-9A10-4FA1-A6EC-46290D38749D,PASSAGEM AÉREA - SIGEPA,2025-11-28,1472,,LATAM Airlines Brasil,Gilberto Nascimento,SP,PSD
122158,8012929,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-11-12,10000,50305636000110,AN COM EVENTOS E SOLUCOES COMPLEMENTARES LTDA,Pedro Paulo,RJ,PSD
220545,8051689,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-30,650,50908993000172,BARCO SERVICOS DIGITAIS LTDA,Filipe Martins,TO,PL
66828,8050476,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-03,120,18781305000143,Jardim Silveira Posto de Serviços LTDA,Fausto Pinato,SP,PP
220648,1559759A-7C30-4AEE-9E6A-030746382D07,PASSAGEM AÉREA - SIGEPA,2025-12-18,698.44,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
220618,8022201,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-02,21,61887207000114,ELOVIAS S.A,Sargento Portugal,RJ,PODE
160538,8051748,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-08,65.94,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8076231,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-06,372.9,24633430000109,POSTO VARANDA LTDA,Dagoberto Nogueira,MS,PP
74467,DA0C41D5-6DF9-4054-A5A2-50C29E27466A,PASSAGEM AÉREA - SIGEPA,2025-12-20,2929.48,,LATAM Airlines Brasil,Damião Feliciano,PB,UNIÃO
224333,8017102,COMBUSTÍVEIS E LUBRIFICANTES.,2025-11-24,200,06071706000554,PETRONORTE COMBUSTIVEIS LTDA,Welter,PR,PT
74270,37FFB472-9A10-4FA1-A6EC-46290D38749D,PASSAGEM AÉREA - SIGEPA,2025-11-28,-1472,,LATAM Airlines Brasil,Gilberto Nascimento,SP,PSD
122158,8036120,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-01,16291,16826220000109,PAX IMÓVEIS LTDA.,Pedro Paulo,RJ,PSD
220545,8049924,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-04,800,08532429000131,AMORETTO CAFES EXPRESSO LTDA.,Filipe Martins,TO,PL
66828,8043188,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-24,130,18781305000143,Jardim Silveira Posto de Serviços LTDA,Fausto Pinato,SP,PP
220648,114A4392-326C-4EA1-9931-C4B565C7D35B,PASSAGEM AÉREA - SIGEPA,2025-12-18,664.63,,LATAM Airlines Brasil,Marangoni,SP,UNIÃO
